FULL NAME,TEAM
Jamal Crawford,Pho
Mitchell Creek,Bro
Mitchell Creek,Min
Jae Crowder,Uta
Dante Cunningham,San
Seth Curry,Por
Stephen Curry,Gol
Troy Daniels,Pho
Anthony Davis,Nor
Deyonta Davis,Atl
Ed Davis,Bro
Tyler Davis,Okc
Dewayne Dedmon,Atl
Sam Dekker,Cle
Sam Dekker,Was
Angel Delgado,Lac
Matthew Dellavedova,Mil
Matthew Dellavedova,Cle
Luol Deng,Min
DeMar DeRozan,San
Marcus Derrickson,Gol
Cheick Diallo,Nor
Hamidou Diallo,Okc
Gorgui Dieng,Min
Spencer Dinwiddie,Bro
Donte DiVincenzo,Mil
Luka Doncic,Dal
Tyler Dorsey,Atl
Tyler Dorsey,Mem
Damyean Dotson,Nyk
PJ Dozier,Bos
Goran Dragic,Mia
Andre Drummond,Det
Jared Dudley,Bro
Kris Dunn,Chi
Kevin Durant,Gol
Trevon Duval,Mil
Vincent Edwards,Hou
Henry Ellenson,Det
Henry Ellenson,Nyk
Wayne Ellington,Mia
Wayne Ellington,Det
Joel Embiid,Phi
James Ennis III,Hou
James Ennis III,Phi
Drew Eubanks,San
Jacob Evans,Gol
Jawun Evans,Pho
Jawun Evans,Okc
Tyreke Evans,Ind
Dante Exum,Uta
Kenneth Faried,Bro
Kenneth Faried,Hou
Derrick Favors,Uta
Cristiano Felicio,Chi
Raymond Felton,Okc
Terrance Ferguson,Okc
Yogi Ferrell,Sac
Dorian Finney-Smith,Dal
Bryn Forbes,San
Evan Fournier,Orl
De'Aaron Fox,Sac
Melvin Frazier Jr.,Orl
Tim Frazier,Nor
Tim Frazier,Mil
Jimmer Fredette,Pho
Channing Frye,Cle
Markelle Fultz,Phi
Danilo Gallinari,Lac
Langston Galloway,Det
Billy Garrett,Nyk
Marc Gasol,Mem
Marc Gasol,Tor
Pau Gasol,San
Pau Gasol,Mil
Rudy Gay,San
Paul George,Okc
Taj Gibson,Min
Harry Giles III,Sac
Shai Gilgeous-Alexander,Lac
Rudy Gobert,Uta
Brandon Goodwin,Den
Aaron Gordon,Orl
Eric Gordon,Hou
Marcin Gortat,Lac
Devonte' Graham,Cha
Treveon Graham,Bro
Donte Grantham,Okc
Jerami Grant,Okc
Jerian Grant,Orl
Danny Green,Tor
Draymond Green,Gol
Gerald Green,Hou
JaMychal Green,Mem
JaMychal Green,Lac
Jeff Green,Was
Blake Griffin,Det
Daniel Hamilton,Atl
Dusty Hannahs,Mem
Tim Hardaway Jr.,Nyk
Tim Hardaway Jr.,Dal
James Harden,Hou
Maurice Harkless,Por
Montrezl Harrell,Lac
Devin Harris,Dal
Gary Harris,Den
Joe Harris,Bro
Andrew Harrison,Mem
Andrew Harrison,Cle
Andrew Harrison,Nor
Shaquille Harrison,Chi
Tobias Harris,Lac
Tobias Harris,Phi
Isaiah Hartenstein,Hou
Josh Hart,Lal
Udonis Haslem,Mia
Gordon Hayward,Bos
John Henson,Mil
Juancho Hernangomez,Den
Willy Hernangomez,Cha
Mario Hezonja,Nyk
Isaiah Hicks,Nyk
Buddy Hield,Sac
Haywood Highsmith,Phi
George Hill,Cle
George Hill,Mil
Solomon Hill,Nor
Aaron Holiday,Ind
Jrue Holiday,Nor
Justin Holiday,Chi
Justin Holiday,Mem
John Holland,Cle
Rondae Hollis-Jefferson,Bro
Richaun Holmes,Pho
Rodney Hood,Cle
Rodney Hood,Por
Al Horford,Bos
Danuel House Jr.,Hou
Dwight Howard,Was
Kevin Huerter,Atl
Isaac Humphries,Atl
RJ Hunter,Bos
Chandler Hutchison,Chi
Serge Ibaka,Tor
Andre Iguodala,Gol
Ersan Ilyasova,Mil
Joe Ingles,Uta
Andre Ingram,Lal
Brandon Ingram,Lal
Kyrie Irving,Bos
Jonathan Isaac,Orl
Wes Iwundu,Orl
Jaren Jackson Jr.,Mem
Demetrius Jackson,Phi
Frank Jackson,Nor
Josh Jackson,Pho
Justin Jackson,Sac
Justin Jackson,Dal
Reggie Jackson,Det
LeBron James,Lal
Amile Jefferson,Orl
John Jenkins,Was
John Jenkins,Nyk
Jonas Jerebko,Gol
Alize Johnson,Ind
Amir Johnson,Phi
BJ Johnson,Atl
BJ Johnson,Sac
James Johnson,Mia
Stanley Johnson,Det
Stanley Johnson,Nor
Tyler Johnson,Mia
Tyler Johnson,Pho
Wesley Johnson,Nor
Wesley Johnson,Was
Nikola Jokic,Den
Derrick Jones Jr.,Mia
Damian Jones,Gol
Jalen Jones,Cle
Jemerrio Jones,Lal
Terrence Jones,Hou
Tyus Jones,Min
DeAndre Jordan,Dal
DeAndre Jordan,Nyk
Cory Joseph,Ind
Frank Kaminsky,Cha
Enes Kanter,Nyk
Enes Kanter,Por
Luke Kennard,Det
Michael Kidd-Gilchrist,Cha
George King,Pho
Maxi Kleber,Dal
Brandon Knight,Hou
Brandon Knight,Cle
Kevin Knox,Nyk
Furkan Korkmaz,Phi
Luke Kornet,Nyk
Kyle Korver,Cle
Kyle Korver,Uta
Kosta Koufos,Sac
Rodions Kurucs,Bro
Kyle Kuzma,Lal
Skal Labissiere,Sac
Skal Labissiere,Por
Jeremy Lamb,Cha
Zach LaVine,Chi
Jake Layman,Por
TJ Leaf,Ind
Courtney Lee,Nyk
Courtney Lee,Dal
Damion Lee,Gol
Walter Lemon Jr.,Chi
Alex Len,Atl
Kawhi Leonard,Tor
Meyers Leonard,Por
Jon Leuer,Det
Caris LeVert,Bro
Damian Lillard,Por
Jeremy Lin,Atl
Jeremy Lin,Tor
Shaun Livingston,Gol
Zach Lofton,Det
Kevon Looney,Gol
Brook Lopez,Mil
Robin Lopez,Chi
Kevin Love,Cle
Kyle Lowry,Tor
Jordan Loyd,Tor
Kalin Lucas,Det
Timothe Luwawu-Cabarrot,Okc
Timothe Luwawu-Cabarrot,Chi
Tyler Lydon,Den
Trey Lyles,Den
Scott Machado,Lal
Shelvin Mack,Mem
Shelvin Mack,Cha
Daryl Macon,Dal
J.P. Macura,Cha
Ian Mahinmi,Was
Thon Maker,Mil
Thon Maker,Det
Boban Marjanovic,Lac
Boban Marjanovic,Phi
Lauri Markkanen,Chi
Jarell Martin,Orl
Frank Mason,Sac
Yante Maten,Mia
Wesley Matthews,Dal
Wesley Matthews,Nyk
Wesley Matthews,Ind
Luc Mbah a Moute,Lac
Tahjere McCall,Bro
Patrick McCaw,Cle
Patrick McCaw,Tor
CJ McCollum,Por
T.J. McConnell,Phi
Doug McDermott,Ind
JaVale McGee,Lal
Rodney McGruder,Mia
Alfonzo McKinnie,Gol
Ben McLemore,Sac
Jordan McRae,Was
Jodie Meeks,Tor
Salah Mejri,Dal
De'Anthony Melton,Pho
Chimezie Metu,San
Khris Middleton,Mil
CJ Miles,Tor
CJ Miles,Mem
Darius Miller,Nor
Malcolm Miller,Tor
Paul Millsap,Den
Patty Mills,San
Shake Milton,Phi
Nikola Mirotic,Nor
Nikola Mirotic,Mil
Donovan Mitchell,Uta
Naz Mitrou-Long,Uta
Malik Monk,Cha
Greg Monroe,Tor
Greg Monroe,Bos
Greg Monroe,Phi
E'Twaun Moore,Nor
Eric Moreland,Pho
Eric Moreland,Tor
Jaylen Morris,Mil
Marcus Morris,Bos
Markieff Morris,Was
Markieff Morris,Okc
Monte Morris,Den
Donatas Motiejunas,San
Johnathan Motley,Lac
Emmanuel Mudiay,Nyk
Jamal Murray,Den
Dzanan Musa,Bro
Mike Muscala,Phi
Mike Muscala,Lal
Svi Mykhailiuk,Lal
Svi Mykhailiuk,Det
Abdel Nader,Okc
Larry Nance Jr.,Cle
Shabazz Napier,Bro
Nene,Hou
Raul Neto,Uta
Georges Niang,Uta
Joakim Noah,Mem
Nerlens Noel,Okc
Dirk Nowitzki,Dal
Frank Ntilikina,Nyk
James Nunnally,Min
James Nunnally,Hou
Jusuf Nurkic,Por
David Nwaba,Cle
Semi Ojeleye,Bos
Jahlil Okafor,Nor
Elie Okobo,Pho
Josh Okogie,Min
Victor Oladipo,Ind
Kelly Olynyk,Mia
Royce O'Neale,Uta
Kyle O'Quinn,Ind
Cedi Osman,Cle
Kelly Oubre Jr.,Was
Kelly Oubre Jr.,Pho
Zaza Pachulia,Det
Jabari Parker,Chi
Jabari Parker,Was
Tony Parker,Cha
Chandler Parsons,Mem
Patrick Patterson,Okc
Justin Patton,Phi
Chris Paul,Hou
Cameron Payne,Chi
Cameron Payne,Cle
Gary Payton II,Was
Elfrid Payton,Nor
Theo Pinson,Bro
Mason Plumlee,Den
Miles Plumlee,Atl
Jakob Poeltl,San
Quincy Pondexter,San
Otto Porter Jr.,Was
Otto Porter Jr.,Chi
Bobby Portis,Chi
Bobby Portis,Was
Dwight Powell,Dal
Norman Powell,Tor
Alex Poythress,Atl
Taurean Prince,Atl
Zhou Qi,Hou
Ivan Rabb,Mem
Chasson Randle,Was
Julius Randle,Nor
JJ Redick,Phi
Davon Reed,Ind
Cameron Reynolds,Min
Josh Richardson,Mia
Malachi Richardson,Tor
Austin Rivers,Was
Austin Rivers,Hou
Glenn Robinson III,Det
Devin Robinson,Was
Duncan Robinson,Mia
Jerome Robinson,Lac
Mitchell Robinson,Nyk
Rajon Rondo,Lal
Derrick Rose,Min
Terrence Ross,Orl
Terry Rozier,Bos
Ricky Rubio,Uta
D'Angelo Russell,Bro
Domantas Sabonis,Ind
Brandon Sampson,Chi
JaKarr Sampson,Chi
Dario Saric,Phi
Dario Saric,Min
Tomas Satoransky,Was
Dennis Schroder,Okc
Mike Scott,Lac
Mike Scott,Phi
Thabo Sefolosha,Uta
Wayne Selden,Mem
Wayne Selden,Chi
Collin Sexton,Cle
Landry Shamet,Phi
Landry Shamet,Lac
Iman Shumpert,Sac
Iman Shumpert,Hou
Pascal Siakam,Tor
Jordan Sibert,Atl
Ben Simmons,Phi
Jonathon Simmons,Orl
Jonathon Simmons,Phi
Kobi Simmons,Cle
Anfernee Simons,Por
Marcus Smart,Bos
Dennis Smith Jr.,Dal
Dennis Smith Jr.,Nyk
Ish Smith,Det
Jason Smith,Was
Jason Smith,Mil
Jason Smith,Nor
JR Smith,Cle
Zhaire Smith,Phi
Tony Snell,Mil
Ray Spalding,Dal
Ray Spalding,Pho
Omari Spellman,Atl
Nik Stauskas,Por
Nik Stauskas,Cle
DJ Stephens,Mem
Lance Stephenson,Lal
Edmond Sumner,Ind
Caleb Swanigan,Por
Caleb Swanigan,Sac
Jayson Tatum,Bos
Jeff Teague,Min
Garrett Temple,Mem
Garrett Temple,Lac
Milos Teodosic,Lac
Jared Terrell,Min
Emanuel Terry,Pho
Emanuel Terry,Mia
Daniel Theis,Bos
Isaiah Thomas,Den
Khyri Thomas,Det
Lance Thomas,Nyk
Klay Thompson,Gol
Tristan Thompson,Cle
Sindarius Thornwell,Lac
Anthony Tolliver,Min
Karl-Anthony Towns,Min
Gary Trent Jr.,Por
Allonzo Trier,Nyk
PJ Tucker,Hou
Evan Turner,Por
Myles Turner,Ind
Ekpe Udoh,Uta
Tyler Ulis,Chi
Jonas Valanciunas,Tor
Jonas Valanciunas,Mem
Jarred Vanderbilt,Den
Fred VanVleet,Tor
Noah Vonleh,Nyk
Nikola Vucevic,Orl
Dwyane Wade,Mia
Moritz Wagner,Lal
Dion Waiters,Mia
Lonnie Walker IV,San
Kemba Walker,Cha
Tyrone Wallace,Lac
John Wall,Was
Brad Wanamaker,Bos
T.J. Warren,Pho
Julian Washburn,Mem
Yuta Watanabe,Mem
Thomas Welsh,Den
Russell Westbrook,Okc
Derrick White,San
Okaro White,Was
Hassan Whiteside,Mia
Andrew Wiggins,Min
Robert Williams III,Bos
Alan Williams,Bro
C.J. Williams,Min
Johnathan Williams,Lal
Kenrich Williams,Nor
Lou Williams,Lac
Marvin Williams,Cha
Troy Williams,Sac
D.J. Wilson,Mil
Justise Winslow,Mia
Christian Wood,Mil
Christian Wood,Nor
Delon Wright,Tor
Delon Wright,Mem
Guerschon Yabusele,Bos
Nick Young,Den
Thaddeus Young,Ind
Trae Young,Atl
Cody Zeller,Cha
Tyler Zeller,Atl
Tyler Zeller,Mem
Ante Zizic,Cle
Ivica Zubac,Lal
Ivica Zubac,Lac
